9,3,63,1,10,"strdup@35-44@./tools/mkdep/mkdep.c","./tools/mkdep/mkdep.c","strdup","strdup( const char * s)",35,44
11,3,65,1,12,"get_hash@63-74@./tools/mkdep/mkdep.c","./tools/mkdep/mkdep.c","get_hash","get_hash( char * filename)",63,74
7,3,39,0,11,"init_dep@76-86@./tools/mkdep/mkdep.c","./tools/mkdep/mkdep.c","init_dep","init_dep()",76,86
18,4,76,0,23,"free_dep@88-110@./tools/mkdep/mkdep.c","./tools/mkdep/mkdep.c","free_dep","free_dep()",88,110
27,6,171,1,49,"add_inc@112-160@./tools/mkdep/mkdep.c","./tools/mkdep/mkdep.c","add_inc","add_inc( char * filename)",112,160
11,3,61,2,11,"add_inc_dep@162-172@./tools/mkdep/mkdep.c","./tools/mkdep/mkdep.c","add_inc_dep","add_inc_dep( inc_dep cour , char * filename)",162,172
13,5,82,1,15,"add_local_include@197-211@./tools/mkdep/mkdep.c","./tools/mkdep/mkdep.c","add_local_include","add_local_include( char * name)",197,211
23,4,137,2,27,"handle_local_include@213-239@./tools/mkdep/mkdep.c","./tools/mkdep/mkdep.c","handle_local_include","handle_local_include( char * name , int len)",213,239
99,10,409,1,114,"state_machine@269-382@./tools/mkdep/mkdep.c","./tools/mkdep/mkdep.c","state_machine","state_machine( register char * next)",269,382
40,7,253,0,44,"do_depend@384-427@./tools/mkdep/mkdep.c","./tools/mkdep/mkdep.c","do_depend","do_depend()",384,427
109,33,763,2,149,"main@429-577@./tools/mkdep/mkdep.c","./tools/mkdep/mkdep.c","main","main( int argc , char ** argv)",429,577
31,6,150,2,32,"strstr@45-76@./tools/cextract-1.7/io.c","./tools/cextract-1.7/io.c","strstr","strstr( hoststr , search)",45,76
8,2,43,3,8,"quick_rc@81-88@./tools/cextract-1.7/io.c","./tools/cextract-1.7/io.c","quick_rc","quick_rc( str , mode , fp)",81,88
18,5,115,3,20,"opt_quickrc@92-111@./tools/cextract-1.7/io.c","./tools/cextract-1.7/io.c","opt_quickrc","opt_quickrc( which , str , fp)",92,111
20,5,133,3,22,"opt_numericrc@115-136@./tools/cextract-1.7/io.c","./tools/cextract-1.7/io.c","opt_numericrc","opt_numericrc( which , str , fp)",115,136
39,9,196,5,46,"opt_triplerc@140-185@./tools/cextract-1.7/io.c","./tools/cextract-1.7/io.c","opt_triplerc","opt_triplerc( which , str0 , str1 , str2 , fp)",140,185
14,3,61,3,14,"opt_stringrc@189-202@./tools/cextract-1.7/io.c","./tools/cextract-1.7/io.c","opt_stringrc","opt_stringrc( ind , str , fp)",189,202
138,26,865,1,170,"build_rc@206-375@./tools/cextract-1.7/io.c","./tools/cextract-1.7/io.c","build_rc","build_rc( fname)",206,375
87,23,574,0,129,"cxt_close@379-507@./tools/cextract-1.7/io.c","./tools/cextract-1.7/io.c","cxt_close","cxt_close()",379,507
29,7,179,0,41,"send_file@511-551@./tools/cextract-1.7/io.c","./tools/cextract-1.7/io.c","send_file","send_file()",511,551
14,7,105,3,15,"minmatch_str@555-569@./tools/cextract-1.7/io.c","./tools/cextract-1.7/io.c","minmatch_str","minmatch_str( str_in , str_base , num)",555,569
13,3,68,2,13,"cfg_err@573-585@./tools/cextract-1.7/io.c","./tools/cextract-1.7/io.c","cfg_err","cfg_err( str , cmd_line)",573,585
339,96,1674,2,383,"singlechar_cmds@593-975@./tools/cextract-1.7/io.c","./tools/cextract-1.7/io.c","singlechar_cmds","singlechar_cmds( cmd_str , set_val)",593,975
627,192,3650,3,702,"parse_cmd@980-1681@./tools/cextract-1.7/io.c","./tools/cextract-1.7/io.c","parse_cmd","parse_cmd( cmd_str , set_val , cmd_line)",980,1681
17,4,109,1,27,"parse_config@1685-1711@./tools/cextract-1.7/io.c","./tools/cextract-1.7/io.c","parse_config","parse_config( conf_fname)",1685,1711
7,2,35,1,10,"err_msg@1715-1724@./tools/cextract-1.7/io.c","./tools/cextract-1.7/io.c","err_msg","err_msg( estr)",1715,1724
5,1,23,1,6,"syntax_err@1728-1733@./tools/cextract-1.7/io.c","./tools/cextract-1.7/io.c","syntax_err","syntax_err( estr)",1728,1733
9,2,39,2,10,"fput_string@1737-1746@./tools/cextract-1.7/io.c","./tools/cextract-1.7/io.c","fput_string","fput_string( outstr , filep)",1737,1746
8,5,47,1,10,"is_switch@1750-1759@./tools/cextract-1.7/io.c","./tools/cextract-1.7/io.c","is_switch","is_switch( ch)",1750,1759
11,3,43,2,12,"out_str@1763-1774@./tools/cextract-1.7/io.c","./tools/cextract-1.7/io.c","out_str","out_str( omode , str)",1763,1774
217,57,1258,4,280,"out_proto@1778-2057@./tools/cextract-1.7/io.c","./tools/cextract-1.7/io.c","out_proto","out_proto( omode , f_ptr , mode , do_comments)",1778,2057
17,4,111,0,30,"set_home_config@2061-2090@./tools/cextract-1.7/io.c","./tools/cextract-1.7/io.c","set_home_config","set_home_config()",2061,2090
22,3,127,1,23,"bld_testfile@2094-2116@./tools/cextract-1.7/io.c","./tools/cextract-1.7/io.c","bld_testfile","bld_testfile( fname)",2094,2116
54,10,334,0,75,"vargs_find@2120-2194@./tools/cextract-1.7/io.c","./tools/cextract-1.7/io.c","vargs_find","vargs_find()",2120,2194
17,6,68,0,24,"do_config@2198-2221@./tools/cextract-1.7/io.c","./tools/cextract-1.7/io.c","do_config","do_config()",2198,2221
6,1,24,0,7,"mach_time@2225-2231@./tools/cextract-1.7/io.c","./tools/cextract-1.7/io.c","mach_time","mach_time()",2225,2231
15,4,95,2,22,"open_input@2241-2262@./tools/cextract-1.7/io.c","./tools/cextract-1.7/io.c","open_input","open_input( pname , modestr)",2241,2262
7,3,41,1,10,"close_input@2266-2275@./tools/cextract-1.7/io.c","./tools/cextract-1.7/io.c","close_input","close_input( stream)",2266,2275
72,19,447,2,105,"out_char@65-169@./tools/cextract-1.7/main.c","./tools/cextract-1.7/main.c","out_char","out_char( type , outch)",65,169
5,1,18,0,5,"show_version@173-177@./tools/cextract-1.7/main.c","./tools/cextract-1.7/main.c","show_version","show_version()",173,177
6,2,30,2,6,"quick_show@181-186@./tools/cextract-1.7/main.c","./tools/cextract-1.7/main.c","quick_show","quick_show( str , mode)",181,186
107,25,626,0,122,"show_settings@190-311@./tools/cextract-1.7/main.c","./tools/cextract-1.7/main.c","show_settings","show_settings()",190,311
24,7,129,2,33,"copy_str@315-347@./tools/cextract-1.7/main.c","./tools/cextract-1.7/main.c","copy_str","copy_str( o_str , in_str)",315,347
46,1,287,0,49,"show_usage@351-399@./tools/cextract-1.7/main.c","./tools/cextract-1.7/main.c","show_usage","show_usage()",351,399
23,7,119,3,28,"set_option@403-430@./tools/cextract-1.7/main.c","./tools/cextract-1.7/main.c","set_option","set_option( which , how , value)",403,430
14,5,69,1,19,"get_option@434-452@./tools/cextract-1.7/main.c","./tools/cextract-1.7/main.c","get_option","get_option( which)",434,452
29,2,223,0,36,"cext_init@456-491@./tools/cextract-1.7/main.c","./tools/cextract-1.7/main.c","cext_init","cext_init()",456,491
12,7,37,1,17,"fname_char@495-511@./tools/cextract-1.7/main.c","./tools/cextract-1.7/main.c","fname_char","fname_char( ch)",495,511
82,25,616,1,102,"append_macros@515-616@./tools/cextract-1.7/main.c","./tools/cextract-1.7/main.c","append_macros","append_macros( str_out)",515,616
147,35,936,2,206,"main@620-825@./tools/cextract-1.7/main.c","./tools/cextract-1.7/main.c","main","main( argc , argv)",620,825
42,9,218,1,51,"send_first_comment@829-879@./tools/cextract-1.7/main.c","./tools/cextract-1.7/main.c","send_first_comment","send_first_comment( begin_str)",829,879
51,12,347,4,64,"add_subst@310-373@./tools/cextract-1.7/parse.c","./tools/cextract-1.7/parse.c","add_subst","add_subst( type , select , f_str , t_str)",310,373
35,8,198,2,41,"add_macro@377-417@./tools/cextract-1.7/parse.c","./tools/cextract-1.7/parse.c","add_macro","add_macro( select , str)",377,417
21,8,143,2,26,"macro_match@421-446@./tools/cextract-1.7/parse.c","./tools/cextract-1.7/parse.c","macro_match","macro_match( macro , str)",421,446
43,11,225,2,55,"removed_macro@450-504@./tools/cextract-1.7/parse.c","./tools/cextract-1.7/parse.c","removed_macro","removed_macro( select , str)",450,504
11,5,96,2,12,"str_test@508-519@./tools/cextract-1.7/parse.c","./tools/cextract-1.7/parse.c","str_test","str_test( s1 , s2)",508,519
