19,8,73,3,19,"wtf_push_iso2022@51-69@./libwc/iso2022.c","./libwc/iso2022.c","wtf_push_iso2022","wtf_push_iso2022( Str os , wc_ccs ccs , wc_uint32 code)",51,69
178,56,1087,2,181,"wc_conv_from_iso2022@72-252@./libwc/iso2022.c","./libwc/iso2022.c","wc_conv_from_iso2022","wc_conv_from_iso2022( Str is , wc_ces ces)",72,252
139,57,661,2,140,"wc_parse_iso2022_esc@255-394@./libwc/iso2022.c","./libwc/iso2022.c","wc_parse_iso2022_esc","wc_parse_iso2022_esc( wc_uchar ** ptr , wc_status * st)",255,394
103,47,656,3,111,"wc_push_to_iso2022@397-507@./libwc/iso2022.c","./libwc/iso2022.c","wc_push_to_iso2022","wc_push_to_iso2022( Str os , wc_wchar_t cc , wc_status * st)",397,507
6,3,63,2,6,"wc_push_to_iso2022_end@510-515@./libwc/iso2022.c","./libwc/iso2022.c","wc_push_to_iso2022_end","wc_push_to_iso2022_end( Str os , wc_status * st)",510,515
45,15,252,5,47,"wc_push_iso2022_esc@518-564@./libwc/iso2022.c","./libwc/iso2022.c","wc_push_iso2022_esc","wc_push_iso2022_esc( Str os , wc_ccs ccs , wc_uchar g , wc_uint8 invoke , wc_status * st)",518,564
41,17,239,3,44,"wc_push_to_euc@567-610@./libwc/iso2022.c","./libwc/iso2022.c","wc_push_to_euc","wc_push_to_euc( Str os , wc_wchar_t cc , wc_status * st)",567,610
70,30,378,3,78,"wc_push_to_eucjp@613-690@./libwc/iso2022.c","./libwc/iso2022.c","wc_push_to_eucjp","wc_push_to_eucjp( Str os , wc_wchar_t cc , wc_status * st)",613,690
53,27,290,3,55,"wc_push_to_euctw@693-747@./libwc/iso2022.c","./libwc/iso2022.c","wc_push_to_euctw","wc_push_to_euctw( Str os , wc_wchar_t cc , wc_status * st)",693,747
32,12,181,3,35,"wc_push_to_iso8859@750-784@./libwc/iso2022.c","./libwc/iso2022.c","wc_push_to_iso8859","wc_push_to_iso8859( Str os , wc_wchar_t cc , wc_status * st)",750,784
60,17,357,1,61,"wc_create_gmap@787-847@./libwc/iso2022.c","./libwc/iso2022.c","wc_create_gmap","wc_create_gmap( wc_status * st)",787,847
214,76,1091,2,217,"wc_char_conv_from_iso2022@850-1066@./libwc/iso2022.c","./libwc/iso2022.c","wc_char_conv_from_iso2022","wc_char_conv_from_iso2022( wc_uchar c , wc_status * st)",850,1066
83,30,523,2,85,"wc_conv_from_hz@11-95@./libwc/hz.c","./libwc/hz.c","wc_conv_from_hz","wc_conv_from_hz( Str is , wc_ces ces)",11,95
52,16,293,3,54,"wc_push_to_hz@98-151@./libwc/hz.c","./libwc/hz.c","wc_push_to_hz","wc_push_to_hz( Str os , wc_wchar_t cc , wc_status * st)",98,151
8,2,39,2,8,"wc_push_to_hz_end@154-161@./libwc/hz.c","./libwc/hz.c","wc_push_to_hz_end","wc_push_to_hz_end( Str os , wc_status * st)",154,161
9,3,57,3,9,"wc_Str_conv@18-26@./libwc/conv.c","./libwc/conv.c","wc_Str_conv","wc_Str_conv( Str is , wc_ces f_ces , wc_ces t_ces)",18,26
11,1,57,3,12,"wc_Str_conv_strict@29-40@./libwc/conv.c","./libwc/conv.c","wc_Str_conv_strict","wc_Str_conv_strict( Str is , wc_ces f_ces , wc_ces t_ces)",29,40
59,32,337,2,67,"wc_conv_to_ces@43-109@./libwc/conv.c","./libwc/conv.c","wc_conv_to_ces","wc_conv_to_ces( Str is , wc_ces ces)",43,109
24,11,165,4,25,"wc_Str_conv_with_detect@112-136@./libwc/conv.c","./libwc/conv.c","wc_Str_conv_with_detect","wc_Str_conv_with_detect( Str is , wc_ces * f_ces , wc_ces hint , wc_ces t_ces)",112,136
11,6,82,2,13,"wc_push_end@139-151@./libwc/conv.c","./libwc/conv.c","wc_push_end","wc_push_end( Str os , wc_status * st)",139,151
79,26,473,2,82,"wc_conv_from_utf7@62-143@./libwc/utf7.c","./libwc/utf7.c","wc_conv_from_utf7","wc_conv_from_utf7( Str is , wc_ces ces)",62,143
56,15,357,3,56,"wc_push_ucs_to_utf7@146-201@./libwc/utf7.c","./libwc/utf7.c","wc_push_ucs_to_utf7","wc_push_ucs_to_utf7( Str os , wc_uint32 ucs , wc_status * st)",146,201
16,5,90,3,17,"wc_push_tag_to_utf7@204-220@./libwc/utf7.c","./libwc/utf7.c","wc_push_tag_to_utf7","wc_push_tag_to_utf7( Str os , int ntag , wc_status * st)",204,220
52,23,355,3,53,"wc_push_to_utf7@223-275@./libwc/utf7.c","./libwc/utf7.c","wc_push_to_utf7","wc_push_to_utf7( Str os , wc_wchar_t cc , wc_status * st)",223,275
11,4,67,2,11,"wc_push_to_utf7_end@278-288@./libwc/utf7.c","./libwc/utf7.c","wc_push_to_utf7_end","wc_push_to_utf7_end( Str os , wc_status * st)",278,288
71,21,380,2,74,"wc_char_conv_from_utf7@291-364@./libwc/utf7.c","./libwc/utf7.c","wc_char_conv_from_utf7","wc_char_conv_from_utf7( wc_uchar c , wc_status * st)",291,364
7,1,33,2,7,"wc_char_conv_init@8-14@./libwc/char_conv.c","./libwc/char_conv.c","wc_char_conv_init","wc_char_conv_init( wc_ces f_ces , wc_ces t_ces)",8,14
5,1,33,1,5,"wc_char_conv@17-21@./libwc/char_conv.c","./libwc/char_conv.c","wc_char_conv","wc_char_conv( char c)",17,21
31,14,179,2,34,"wc_create_detect_map@41-74@./libwc/detect.c","./libwc/detect.c","wc_create_detect_map","wc_create_detect_map( wc_ces ces , wc_bool esc)",41,74
441,170,1916,3,468,"wc_auto_detect@77-544@./libwc/detect.c","./libwc/detect.c","wc_auto_detect","wc_auto_detect( char * is , size_t len , wc_ces hint)",77,544
5,2,21,1,5,"wc_gb2312_or_gbk@40-44@./libwc/gbk.c","./libwc/gbk.c","wc_gb2312_or_gbk","wc_gb2312_or_gbk( wc_uint16 code)",40,44
12,2,61,1,12,"wc_gbk_to_cs128w@47-58@./libwc/gbk.c","./libwc/gbk.c","wc_gbk_to_cs128w","wc_gbk_to_cs128w( wc_wchar_t cc)",47,58
9,2,52,1,9,"wc_cs128w_to_gbk@61-69@./libwc/gbk.c","./libwc/gbk.c","wc_cs128w_to_gbk","wc_cs128w_to_gbk( wc_wchar_t cc)",61,69
16,7,185,1,17,"wc_gbk_to_N@72-88@./libwc/gbk.c","./libwc/gbk.c","wc_gbk_to_N","wc_gbk_to_N( wc_uint32 c)",72,88
53,15,314,2,55,"wc_conv_from_gbk@91-145@./libwc/gbk.c","./libwc/gbk.c","wc_conv_from_gbk","wc_conv_from_gbk( Str is , wc_ces ces)",91,145
38,15,236,3,40,"wc_push_to_gbk@148-187@./libwc/gbk.c","./libwc/gbk.c","wc_push_to_gbk","wc_push_to_gbk( Str os , wc_wchar_t cc , wc_status * st)",148,187
39,10,189,2,41,"wc_char_conv_from_gbk@190-230@./libwc/gbk.c","./libwc/gbk.c","wc_char_conv_from_gbk","wc_char_conv_from_gbk( wc_uchar c , wc_status * st)",190,230
12,2,61,1,12,"wc_uhc_to_cs128w@36-47@./libwc/uhc.c","./libwc/uhc.c","wc_uhc_to_cs128w","wc_uhc_to_cs128w( wc_wchar_t cc)",36,47
9,2,52,1,9,"wc_cs128w_to_uhc@50-58@./libwc/uhc.c","./libwc/uhc.c","wc_cs128w_to_uhc","wc_cs128w_to_uhc( wc_wchar_t cc)",50,58
10,4,72,1,11,"wc_uhc_to_N@61-71@./libwc/uhc.c","./libwc/uhc.c","wc_uhc_to_N","wc_uhc_to_N( wc_uint32 c)",61,71
51,16,304,2,53,"wc_conv_from_uhc@74-126@./libwc/uhc.c","./libwc/uhc.c","wc_conv_from_uhc","wc_conv_from_uhc( Str is , wc_ces ces)",74,126
35,14,215,3,37,"wc_push_to_uhc@129-165@./libwc/uhc.c","./libwc/uhc.c","wc_push_to_uhc","wc_push_to_uhc( Str os , wc_wchar_t cc , wc_status * st)",129,165
37,11,180,2,39,"wc_char_conv_from_uhc@168-206@./libwc/uhc.c","./libwc/uhc.c","wc_char_conv_from_uhc","wc_char_conv_from_uhc( wc_uchar c , wc_status * st)",168,206
29,7,194,2,32,"main@7-38@./libwc/test.c","./libwc/test.c","main","main( int argc , char ** argv)",7,38
7,3,43,2,7,"wc_tcvn5712_precompose@77-83@./libwc/viet.c","./libwc/viet.c","wc_tcvn5712_precompose","wc_tcvn5712_precompose( wc_uchar c1 , wc_uchar c2)",77,83
13,3,75,1,14,"wc_tcvn57123_to_tcvn5712@86-99@./libwc/viet.c","./libwc/viet.c","wc_tcvn57123_to_tcvn5712","wc_tcvn57123_to_tcvn5712( wc_wchar_t cc)",86,99
7,3,43,2,7,"wc_cp1258_precompose@102-108@./libwc/viet.c","./libwc/viet.c","wc_cp1258_precompose","wc_cp1258_precompose( wc_uchar c1 , wc_uchar c2)",102,108
38,12,258,2,41,"wc_conv_from_viet@111-151@./libwc/viet.c","./libwc/viet.c","wc_conv_from_viet","wc_conv_from_viet( Str is , wc_ces ces)",111,151
